300
20.85 36.113259337811094 21.029999999999998
0.0000 2.4076 1.7525 0.0000 0.0000 0.5533
0.0000 2.4076 8.7625 0.0000 0.0000 0.5533
0.0000 4.8151 12.2675 0.0000 0.0000 0.5533
0.0000 4.8151 19.2775 0.0000 0.0000 0.5533
0.0000 9.6302 1.7525 0.0000 0.0000 0.5533
0.0000 9.6302 8.7625 0.0000 0.0000 0.5533
0.0000 12.0378 12.2675 0.0000 0.0000 0.5533
0.0000 12.0378 19.2775 0.0000 0.0000 0.5533
0.0000 16.8529 1.7525 0.0000 0.0000 0.5533
0.0000 16.8529 8.7625 0.0000 0.0000 0.5533
0.0000 19.2604 12.2675 0.0000 0.0000 0.5533
0.0000 19.2604 19.2775 0.0000 0.0000 0.5533
0.0000 24.0755 1.7525 0.0000 0.0000 0.5533
0.0000 24.0755 8.7625 0.0000 0.0000 0.5533
0.0000 26.4831 12.2675 0.0000 0.0000 0.5533
0.0000 26.4831 19.2775 0.0000 0.0000 0.5533
0.0000 31.2982 1.7525 0.0000 0.0000 0.5533
0.0000 31.2982 8.7625 0.0000 0.0000 0.5533
0.0000 33.7057 12.2675 0.0000 0.0000 0.5533
0.0000 33.7057 19.2775 0.0000 0.0000 0.5533
2.0850 34.9095 1.7525 0.0000 0.0000 0.5533
2.0850 34.9095 8.7625 0.0000 0.0000 0.5533
2.0850 1.2038 12.2675 0.0000 0.0000 0.5533
2.0850 1.2038 19.2775 0.0000 0.0000 0.5533
2.0850 6.0189 1.7525 0.0000 0.0000 0.5533
2.0850 6.0189 8.7625 0.0000 0.0000 0.5533
2.0850 8.4264 12.2675 0.0000 0.0000 0.5533
2.0850 8.4264 19.2775 0.0000 0.0000 0.5533
2.0850 13.2415 1.7525 0.0000 0.0000 0.5533
2.0850 13.2415 8.7625 0.0000 0.0000 0.5533
2.0850 15.6491 12.2675 0.0000 0.0000 0.5533
2.0850 15.6491 19.2775 0.0000 0.0000 0.5533
2.0850 20.4642 1.7525 0.0000 0.0000 0.5533
2.0850 20.4642 8.7625 0.0000 0.0000 0.5533
2.0850 22.8717 12.2675 0.0000 0.0000 0.5533
2.0850 22.8717 19.2775 0.0000 0.0000 0.5533
2.0850 27.6868 1.7525 0.0000 0.0000 0.5533
2.0850 27.6868 8.7625 0.0000 0.0000 0.5533
2.0850 30.0944 12.2675 0.0000 0.0000 0.5533
2.0850 30.0944 19.2775 0.0000 0.0000 0.5533
4.1700 2.4076 1.7525 0.0000 0.0000 0.5533
4.1700 2.4076 8.7625 0.0000 0.0000 0.5533
4.1700 4.8151 12.2675 0.0000 0.0000 0.5533
4.1700 4.8151 19.2775 0.0000 0.0000 0.5533
4.1700 9.6302 1.7525 0.0000 0.0000 0.5533
4.1700 9.6302 8.7625 0.0000 0.0000 0.5533
4.1700 12.0378 12.2675 0.0000 0.0000 0.5533
4.1700 12.0378 19.2775 0.0000 0.0000 0.5533
4.1700 16.8529 1.7525 0.0000 0.0000 0.5533
4.1700 16.8529 8.7625 0.0000 0.0000 0.5533
4.1700 19.2604 12.2675 0.0000 0.0000 0.5533
4.1700 19.2604 19.2775 0.0000 0.0000 0.5533
4.1700 24.0755 1.7525 0.0000 0.0000 0.5533
4.1700 24.0755 8.7625 0.0000 0.0000 0.5533
4.1700 26.4831 12.2675 0.0000 0.0000 0.5533
4.1700 26.4831 19.2775 0.0000 0.0000 0.5533
4.1700 31.2982 1.7525 0.0000 0.0000 0.5533
4.1700 31.2982 8.7625 0.0000 0.0000 0.5533
4.1700 33.7057 12.2675 0.0000 0.0000 0.5533
4.1700 33.7057 19.2775 0.0000 0.0000 0.5533
6.2550 1.2038 12.2675 0.0000 0.0000 0.5533
6.2550 1.2038 19.2775 0.0000 0.0000 0.5533
6.2550 6.0189 1.7525 0.0000 0.0000 0.5533
6.2550 6.0189 8.7625 0.0000 0.0000 0.5533
6.2550 8.4264 12.2675 0.0000 0.0000 0.5533
6.2550 8.4264 19.2775 0.0000 0.0000 0.5533
6.2550 13.2415 1.7525 0.0000 0.0000 0.5533
6.2550 13.2415 8.7625 0.0000 0.0000 0.5533
6.2550 15.6491 12.2675 0.0000 0.0000 0.5533
6.2550 15.6491 19.2775 0.0000 0.0000 0.5533
